animals	animal species,megaherbivores,wide ranging benthivores,large bodied taxa,phocids,vertebrate animal,mega herbivores,amniotes,small wildlife,non mammals
regions	sub region,geographic region,geographical region,geographical area,geographic area,zone,large region,local region
roller coasters	coaster,super smooth coaster,suspended looping coaster,amusement ride,action figure
elements	pure element,chemical element,non metallic element,metallic element,nonmetal element,inert element,natural element,transuranic element,minor element
fluid	simple fluid,fluid b,formless fluid,conventional fluid
countries	regional country,peripheral country,populated country
pollutants	source pollutant,secondary pollutant,chemical pollutant
pollution	type of pollution,form of pollution,environmental pollution,water pollution,pollution problem,environmental air pollution,chinese and russian industrial pollution
pressure	external pressure,dynamic pressure,arbitrary pressure,target pressure,anthropogenic pressure,pressure point,global pressure,pressure part,pressure technique
pumps	hydraulic pump,rotary pump,positive displacement pump
part of birds	bodyparts,feather item,part of the eagle,bird species,aerial part,basal bird
part of insects	insect appendage,insect cell,bodyparts,extracellular appendage,ctenophores
sacs	sac component,storage organ,zoology a saclike structure,body cavity
recital	live performance,performance event,performance,landmark performance,traditional performance,fascinating performance,live music event
located in briefcases	office accessory,non business or personal item,store important document,typical office equipment,business stationery,office equipment,standard office equipment,personal information management item,office file,fax large document
traffic	type of traffic,real time traffic,non critical traffic
rides	popular ride,world class ride,trip,excursion,thrill ride,big and thrilling ride
transportation	transport,transportation activity,commercial transportation
ir transport	mass transportation,transport,transport process,transportation activity
ir transportation	commercial transportation,transportation,mass transportation,local transportation
ir travel	travel,type of destination travel,transportation,transportation activity,rapid transportation,mass transportation,transport,type of transportation,commercial transportation,transportation mode
fast	rapid,low speed,fun rapid,high efficient motor,fast option,aerobatic,large motor
travel	type of destination travel,transportation,transport,transportation activity
military units	militia unit,elite unit,military branch
part of aircrafts	aircraft component,aircraft structure,aircraft equipment,airplane subsystem assembly,vehicle part,aircraft subsystem assembly,case aerodynamic part,composite aircraft structure
engines	turbine engine,small engine,gas turbine engine,expansion engine,gas engine,combustion engine,engine system,continuous combustion engine,impulse turbine
art supplies	art material,art product,basic art supply,art item,art work,art medium,art mediums
mechanics	physical science,exact science,engineering principle,scientific theory,quantum mechanic concept
chambers	underground structure,cavern,cavity,underground area,ventilation unit,cold storage structure,underground facility,underground cave,storage cell
frameworks	modern framework,framework element,supporting structure,component framework
crafts	craft activity,craft technique,artisan craft,handicraft,basic craft
used for lands	part of the runway,flying debris,plane,basic aerobatic maneuver,land surface mechanism
crews	frontline personnel,personnel,combat personnel,auxiliary personnel,functional team,support staff,supporting team,support personnel,service staff
fares	regulated fare,travel cost,travel payment
simpletons	trick or treaters,small toy breed,pocket pets,toy breed,liverbearers,debonders,furbearers,geniuses,punchcutters,folks
excursions	trip,outdoor trip,outing,periodic outing,optional excursion,travel,worthwhile visites,adventure trip,family outing
smalls	small mid sizes,small object,small item,smaller sized item,small creature,small simple object,small goods,small or slim object,small or thin object
have designations	customized vehicle information,in vehicle information system,freely store item,built in type,offer several feature,built in concurrent datum structure,item identifier,automatically number object
tickets	work ticket,large ticket item,traffic ticket,high ticket item,fun large ticket item,regulated fare,big ticket item
airlines	domestic airline,international airline,low fare airline,budget airline company,airline company,low-cost airline,frill airline,conventional airline
business	private business,today business,established business,large business,business establishment,diversified business,off balance sheet business,small scale business,business type
hose	hose fitting product,hose fitting,hose connection,hose clamp
lines	parallel line,lineament,straight line,common line,irregular line,thin line,column line,chromospheric line,longitude line
service companies	service firm,service sector company,non product intensive service company,private sector service provider,business service company
airplanes	aircraft,jet aircraft,large aircraft,stovl aircraft
areas	aforementioned area,eda area,common areas,space area,localized area,core area,built up area
used for airplanes	aviation machinery,aircraft structure,aircraft equipment,aircraft component,modern avionic equipment
public places	public venue,public space,public setting,large public place,public area,public location
information appliances	information equipment,information technology tool,information product,information tool,information device,information system,digital information goods,information server
located in cities	commercial and public building,public and private building,commercial area,large public place
have windows	built in high quality material,built in sort,multi family dwelling,non private dwelling,occupied non private dwelling,multi-family dwelling,manufactured home
have runways	large airport,airport facility,airport,exclusive jet set destination
places	local place,safe spaces,creative location,strategic place
fuel	solid fuel,common fuel,commercial fuel
drugs of abuse	commonly abused drug,abused drug,psychoactive drug,non psychoactive drug,dangerous drug,common drug,narcotic drug,recreational drug
causes a desire to dances	secondary emotion,heightened emotion,powerful emotion
causes a desire to sleep	sociological aspect of sleep,sleep disturbance,sleep related problem
causes amnesia	upsetting memory,mental side effect,drug induced persistent behavior,unpleasant mental reaction,deactivating negative emotion,negative emotional experience,intense side effect,intrapersonal distraction,brain damage,mental disturbance
causes hangovers	residual hangover effect,drinking caffeine,consuming stimulant
beverages	alcohol beverage,standard beverage,common beverage,non carbonated beverage,popular beverage,carbonated beverage
capable of burns	burning material,burnt material,self igniting material
capable of fools	manipulatives,taunt user,experience goods,exhibit trait,manipulative
depressants	anti-depressants,anti depressant,cns depressant,antidepressant,depressant drug,anticonvulsants,psychomotor stimulant drug,tricyclic anti depressant,popular antidepressant
drinks	mixed drink,complimentary drink,basic drink,over the counter drink,cold drink
inanimate objects	combustible material,non-combustible material,non combustible material,inert material,inert non combustible material,unconsolidated material,noncombustible inert material
located in beers	alcohol containing food,bitter substance,dark beverage,fermented beverage,kind of alcohol,bitter,pub supply alcoholic beverage
located in distilleries	pub supply alcoholic beverage,basic brewing equipment,beverage medium,distilled beverage,household alcohol,drinking vessel,fermentation product,alcohol containing food
located in fraternity houses	offer clubhouse amenity,in house department,lounge bar
located in fridges	in ground container,liquid food,unprocessed food,fermented food item,season liquid food,pantry ready ingredient
located in planes	passenger baggage,modern avionic equipment,in flight passenger service,onboard equipment,aircraft equipment,cabin system
located in pubs	pub supply alcoholic beverage,bar,lounge bar,mcdonald s offer beverage,drink ware item,pub favorite,bar beverage,alcoholic & non-alcoholic drink
located in restaurants	mcdonald s offer beverage,ready to serve food,no cook hors d oeuvres,offer topping,kind table,pop up menu style,limited service diner,empty calorie food,tableware,greasy food
located in wine	fruit flavor,wine beat household name,basic taste
used for intoxications	preferably alcohol,kind of alcohol,acute intoxication
calcites	silica,metamorphic mineral,mafic mineral,silicate mineral,refractory mineral,borate mineral,evaporite mineral,zeolite mineral,calcite based stone
gypsums	mica,fibrous clay mineral,smectite clay mineral,siliceous material,smectite clay
white	non white,crisp white,white object,aromatic white
empty space	unoccupiable space,nonoccupiable space,narrow space,small space,closed space
part of atmospheres	atmosphere,atmospheric component,inert atmosphere,atmospheric property,atmospheric constituent,inert gas atmosphere,minor atmospheric component,non oxidizing atmosphere,atmospheric parameter
space	physical space,nonoccupiable space,space area,unoccupiable space,unconditioned space
electromagnetic radiation	form of electromagnetic radiation,frequency radiation,high energy radiation,radiation,photon radiation
indoor space	large indoor space,indoor area,wide open indoor space,large indoor area,indoor location,large space,indoor environment,indoor facility
located in churchs	religious item,religious object,liturgical church,religious building
located in department stores	online department store,luxury goods,signature basic luxuries,high-end department store,in store service
located in grocery stores	basic grocery,grocery product,grocery item,non grocery item,typical grocery store service,staple grocery,pantry goods,basic pantry item,non perishable food item,non-perishable food item
located in sanctuaries	sacred structure,shrine,religious site,christian monument,buddhist religious site,sanctuary,religious place
passage	passageway,tunnel,anatomical tunnel,pathway
passageways	corridor,physical corridor,tunnel,passage,natural corridor,linear corridor,pathway,anatomical tunnel,access structure
used for pathways	pathway,path,access structure,physical corridor,route,roadway surface
used for walking	paved surface,walking device,roadway surface,paved area,step figures,hard surface floor,hard surfaces,walk in repair
processes	cellular process,body process,physical process,molecular process,external process,secondary process,biological process,cell process
wings	flying types,fly,part of the eagle,feather item,wing group,soaring bird,flying insect,flying animal,winged insect,flying object
located in book shelfs	non book material,reading material,book information,cover selected literary theme,library material,part of a book,appendices historical review information
albums	double lp album,classic album,landmark album,martin s album,hugely popular later album,live cds,music cds
sound recordings	audio,multi scene recording medium,audio visualisation,audio setting,playback,recording tape
used for launchs	missile impact dense object,launch vehicle,reusable launch vehicle,launch environment,high velocity projectile,launcher,aerospace payload,form of propulsion
used for memory	type of memory,memory,external memory,shape memory material,memory medium,solid state memory
have songs	featuring classic song,featuring popular song,featuring song,featuring classic,irregularly shaped cds,musical or movie source,featuring musician,featuring instrument,music cds,live music
used for rings	ring,plain ring,o ring,telephone equipment,handset,handmade jewelry component,jewelry metal,metal jewelry
causes danger	dangerous cause,danger,impact external hazard,dangerous behavior,unseen hazard,dangerous event,threatening physical or verbal behavior
fear	inherent and instinctual fear,fear based emotion,common fear,superstitious fear,fearful behavior,aspect of anxiety,uncomfortable emotion,unpleasant emotion,extreme emotion,repressed feeling
signals	direct contact signal,electronic signal,external signal
used for alarm	alarm,alarm device,external alarm device,alarm system,alarm warning device,back up mean of alarm,chemical alarms,audio alarm,visual alarm
used for alerts	audio alarm,alert information,external alarm device,alarm system
used for warns	audible warning device,warning device,warning function
clocks	special purpose clock,external reference clock,timepiece
used for awakens	central excitants,sleep accessory,anti snoring device
used for clocks	special purpose clock,external reference clock,timepiece
have bells	electronic alarm system,bellows driven instrument,loud instrument,loudest instrument,special purpose clock,elaborate and distinctive musical instrument,alarm system
communicators	commenter,medium commentator,commentator,listener,professional speaker,pundit,informant
scores	scoring system,in game goal,triage score,career goal
seabirds	sea bird,burrowing seabird,shorebird,sea eagle,magnificent sea bird,diving bird,waterbird,fish-eating bird
birth defects	chromosomal birth defect,congenital defect,congenital malformation,genetic defect
hypopigmentation	neurological change,derivatization condition,hemorrhagic manifestation,autoantibody,long term hypothyroidism,degenerative alteration,malabsorption syndrome,oral alimentary automatism,hematological alteration,leukodystrophy
graphics	graphic application,graphic representation,graphic presentation,computer graphic technique,graphical representation,graphic environment
amino acid	simple amino acid,secondary amino acid,natural amino acid,basic amino acid,chain amino acid,branched chain amino acid,polar amino acid,essential amino acid,free amino acid
globular proteins	subcellular protein,cytoskeleton protein,cytoskeletal protein,intracellular protein,synaptic protein,cytosolic protein,matricellular protein
proteins	cellular protein,intracellular protein,subcellular protein,functional protein,human protein,extracellular protein,cytosolic protein,membrane protein,cell surface protein
intellectuals	post positivists,logical positivists,foundationalists,enlightenment thinker,emotivists,intensionalists,western intellectual,phenomenologists
substance abuse	active substance abuse,substance addiction,addiction associated behavior,drug induced persistent behavior,behavioral addiction,addictive behavior,addictive habit
poisoning	heavy metal poisoning,acute toxicity,systemic toxic reaction,cutaneous toxicity,hematological toxicity
leathers	natural leather,leather goods,leather choice,cheap leather,exotic leather,napped leather,leather article,leather good
located in beachs	beach place,beach characteristic,beach item,aquatic life,marine life,beach amenity
reptiles	lizard,coelurosaurs,crocodilian,elapids,lambeosaurines,primitive snake,urodele amphibian
located in swamp	aquatic life,small wildlife,aquatic wildlife,aquatic prey,small aquatic animal
desire liquor	practice abnormal eating behavior,drinking alcoholic beverage,practice healthy habit,pub supply alcoholic beverage,fear flight hormone,folks,enjoy community amenity,enjoy hotel facility
used for alcohol	pub supply alcoholic beverage,kind of alcohol,household alcohol,preferably alcohol,alcohol containing food,alcohol beverage
drunkards	alcoholic spirit,alcoholic drink,pub supply alcoholic beverage,alcohol beverage
located in bars	bar,pub supply alcoholic beverage,lounge bar,mcdonald s offer beverage,bar beverage,kind of alcohol,professional mobile bar service,alcoholic & non-alcoholic drink
located in homeless shelter	homeless shelter,child need medical treatment,in office treatment
located in liquor stores	pub supply alcoholic beverage,household alcohol,kind of alcohol,dark liquor,preferably alcohol,alcohol containing food,drink ware item,alcohol beverage,alcoholic & non-alcoholic drink,non alcoholic beverage
located in parks	high use public playground,park amenity,park equipment
located in prisons	prison,prison condition,correctional institution,correctional facility,prisoner
capable of drunks	drinking alcoholic beverage,pub supply alcoholic beverage,drinking drink,mcdonald s offer beverage,drinking carbonated beverage
dependence	dependency,task dependency,accomodation,externality,imbalance,ameneties,emotional bias,negative externality,duality,peer culture preference
causes stigmas	negative health behavior,negative behavior,detrimental health behavior,prevalent behavior
drug addiction	substance addiction,behavioral addiction,addiction,substance abuse,addiction associated behavior,active substance abuse,addictive disorder,addictive habit,addictive behavior,drug induced persistent behavior
mathematicians	greek mathematician,influential mathematician,famous mathematician,egyptologists,indian mathematician,logical positivists,medieval indian mathematician
wood	local wood,natural wood,preciou wood,herb wood
corticosteroids	oral corticosteroids,glucocorticoids,high dose corticosteroid,anti inflammatory corticosteroid,oral corticosteroid,corticoid steroid,corticosteroid medication,corticosteroid drug
mineralocorticoids	corticosteriods,antiglucocorticoids,sterol lipid,phycotoxins,lipocalin,lipid soluble antioxidant,furanocoumarins
beers	flavored beer,internationally famous beer,pale beer,imported beer,stout beer,alcohol free beer,beer brand
letters	letter word,letter suffix,punctuation symbol,punctuation character,linear alphabet
warning	warning message,warning function,notification,warning signal,warning sign,traffic warning,indication to proceed,warning device
fish	deep-water fish,deep water fish,warmwater fish,forage fish
part of alewifes	nurse,female employee,domestic worker,basic brewing equipment,professional caregiver,physician s assistant
fodder	fodder crop,fresh grass hay,legume hay,animal feed grain,feed grain,grass hay,feed crop
medics	medical personnel,hospital personnel,non medical personnel,medical staff,healthcare personnel,medical service corps personnel,health care personnel,health personnel,medical specialist,medical worker
part of alfalfa	field crop,oilseed crop,crop legume,agronomic crop,grain legume,agricultural crop,starch crop,cucurbit crop,cereal crop plant,cereal seed
quatic organisms	micro-organisms,multicellular organism,unicellular organism,micro organism,single-celled organism,biological organism,living organism,long lived organism
located in swimming pools	in pool feature,air filled swimming aid,round cornered irregular swimming pool,water sport equipment,air-filled swimming aid,pool element,pool equipment,pool characteristic,swimming aid
located in waterfalls	natural in stream feature,in stream structure,surface water feature,aquatic life,water feature,small water feature,aquatic resource,water contact surface,mineral rich freshwater source,form of water
cademic discipline	basic medical science,medicine discipline,life science,health science
rules	formal rule,system rule,informal rule,simple rule,pre defined rule,sophisticated rule,implicit rule
used for software	part of the computer,form of such extraneous software,computer hardware,computer tool,computer based tool,computer part,high level software artifact,firmware
metabolic disorder	hereditary metabolic disorder,metabolic bone disorder,metabolic and deficiency disorder
djustment	homogenization,rearrangement,financialrisks,admixture,planarization,counterexample,homogenization scheme
placements	placement practice,configuration,arrangement
positioning	spatial operation,placement practice,positioning technology,orientation,position material,alignment feature,configuration
names	name word,name prefix,sometimes name,name suffix,abbreviation,written abbreviation,common abbreviation,prefix
television shows	television series,popular television series,tv show,long running television show,long-running television show,tv series,popular television show,television sitcom,television drama
located in outer space	inner planet,modern space system,outer planet,solar system object,quasi satellites
located in space	modern space system,distant object,interstellar phenomenon,astrophysical object,non spherical object,massless object,large mass,quasi satellites
located in universes	galaxy,interstellar phenomenon,compact massive object
isolation	isolation structure,physical exclusion,isolation technique,isolation level,exclusion,separation condition,isolation exercise,physical discontinuity,psychological barrier,size exclusion separation
transfers	indirect transfer,in kind transfer,social transfer,compulsory transfer
metallic elements	non metallic element,rare earth element,chemical element
batteries	secondary battery,non alkaline battery,alkaline battery,low drain aa battery,conventional non rechargeable battery,high quality battery
enzymes	plant enzyme,food enzyme,cellular enzyme
bases	pyrimidine base,amine base,tertiary base,monovalent base,heteroaromatic base
connections	physical connection,connection process,linkage,connection property,connection method,external connection,typical connection pattern,link
coalition	alliance,strategic alliance,military alliance,federation
treaties	international treaty,regional treaty,international agreement,human right treaty,bilateral agreement,instance international agreement,formal agreement,legal agreement,regional human right treaty
diseases	medical disease,clinical disease,human disease,common disease
hypersensitivity reaction	local hypersensitivity reaction,mild transient hypersensitivity reaction,acute hypersensitivity reaction,complex side reaction,adverse drug reaction,side reaction,metabolic and hormonal derangement,common side reaction,hypersensitivity related event
hypersensitivity	hyperactivity,minor phobia,hypersensitivity reaction,complex phobia
negative reaction	negative emotional reaction,negative emotional response,negative emotion
accusations	assertion,complaint,objection,serious allegation
claims	legal claim,claim term,assertion,unqualified claim,common law claim,state contingent claim
loyalty	trust,respect,firm commitment,commitment,devotion,family commitment,personal virtue
rtwork	rtos,alternativevariantshavebeenproposedforthispurpose,beenshownthattheadditionofstressfulelements,ev ent,fe atures,whendetermining forcesandstressesinsideatissue,impactoftrainingprogrammesonotheroutcomes,itafs,bpl s eresources
genes	cellular gene,functional gene,regulatory gene,modifier gene,gene sequence,gene product,hox gene,transcription factor gene,positive selection gene
hypersensitivity reaction	local hypersensitivity reaction,mild transient hypersensitivity reaction,acute hypersensitivity reaction,complex side reaction,adverse drug reaction
located in big cities	commercial and public building,public and private building,large public building,downtown building
located in towns	commercial and public building,commercial area,urban element,public and private building,town amenity,nowadays many public environment,city amenity,public or semi public building
streets	cobbled street,street name,avenue,downtown street,roadway,public road
used for bowling	sport ball,hard ball,solid golf ball,ball sport,game ball,conventional inflatable sport ball,golf ball,indoor or outdoor surface
used for cats	creature comforts,common cat behavior,safe spaces,living area,baby room,pet entry area,common household activity,indoor environment,private space,offer clubhouse amenity
used for deliveries	delivery device,delivery platform,delivery route,method of shipment,transport equipment,curbside single item delivery,store smaller item,store smaller related item
used for garages	maintenance area,building space,store cleaning equipment,material storage area,outdoor storage area,building area
used for trash containers	trash item,refuse material,trash,food related trash item,built in storage,disposal collection container,built in storage facility,high trash area
used for walks	paved surface,paved area,roadway surface,walkway
inorganic compounds	inorganic chemical compound,inorganic molybdenum compound,inorganic nitride,inorganic acid,inorganic chemical,inorganic element,inorganic electrolyte,inorganic mineral acid,desirable inorganic compound
solids	chiral solid,solid state material,solid heterogeneous material,particulate solid,semi solid composition,crystalline solid,microporous solid
combinations	combination method,combination technique,combination property,word combination,blend,grouping,combined pattern
lloy	friut,materail,hevs,exotic alloy,modern superalloy,substitution alloying element,gellant
consonance	sound property,sound datum,ancillary tone,musical distinction,aspect of speaking,aspect of fluency
part of rhyme	verse,part of an expression,part of speech,poetic element,grammatical feature,repetitive punctuation,verse form,grammatical aspect of language
rhyme	verse,verse form,poetic device,tune
assignments	assignment task,simple assignment,real world assignment,long term assignment,long-term assignment
phoneme	consonant vowel consonant word,syllable nn name,transitional accent
distribution	continuous distribution,common distribution,distribution element,redistribution mechanism
shares	non cash share,non-cash share,trade off,exchange property,exchange,sharing value,share based payment,sharing model,private exchange
chemical elements	non metallic element,rare earth element,metallic element,transuranium element,rare gas element,transition metal element,trivalent element,radioactive element,alkaline element
discrepancies	inconsistency,variance,difference,computer monitor difference,physical difference,difference information,account difference,group difference
license	temporary limited license,licensing requirement,licence condition,permit,os specific perpetual license,authorization concept,corporate license agreement,authorization,permission
pacts	contractual agreement,agreement,formal agreement
reimbursement	government payment,non case payment,ancillary payment,benefit payment,payment,compensation payment
steel	high strength steel,steel material,tool steel,carbon steel
metal	typical metal,common metal,conventional metal,solid metal,natural metal
solid objects	solid portion,non permanent structure,solid surface,solid structure,body part,bodily material
mentions	remark,notice,comment,citation,short comment
natural things	natural area,landforms,natural terrain feature,natural and man made terrain feature,natural site,dynamic terrain,natural place,natural landscape feature
soil	coarse soil,common soil,fine-textured soil,granular soil,textured soil
sediments	coarse sediment,coarse grained sediment,nonvegetative sediment,unconsolidated sediment,fine grained sediment,unconsolidated granular sediment,north sea sediment characteristic,calcareous deposit,calcareous aggregate
alliances	strategic alliance,military alliance,partnership,organizational affiliation,cooperation system,collaboration,cooperative structure
associates	non affiliates,business partner,strategic partner,external partner,project partner,ur business partner
states	one action state,self determining state,intentional state,self perceived state,community property state
annuals	tender annual,easy annual,summer annual
reference work	reference material,reference text,basic reference material
oil	natural oil,common oil,unrefined oil,mct oil,specialty oil,hydrocarbon oil,base oil
deciduous plants	deciduous shrub,deciduous tree,evergreen plant
fruit trees	orchard fruit,wild fruit,common fruit,local fruit,fruit crop,exotic fruit,tree fruit,evergreen fruit tree,deciduous fruit
almond trees	almond,nut tree,sugar fruit,citrus tree,tree nut,exotic fruit,edible nut,sweet fruit
drupes	oilseed,oilseeds,botanical fruit
edible fruit	fruit,tender fruit,tree fruit,edible tropical fruit,common fruit,seasonal fruit,soft fruit,tropical and subtropical fruit
part of almonds	almond,soft fruit,firm fruit,low carbohydrate fruit
succulents	succulent plant,plant,temperate legume
llamas	californios,parakeet fresh fruit,superfoods,marmot,negritos,green superfoods,desert plant,native caciques,indian caciques,podocarps
wool	wool feature inherent quality,cotton yarn,worsted fabric,heavy cotton fabric,traditional fabric
blocker	physical blocker,tnf blocker,ad blocker,popup blocker,blocking agent
decay	monotonic degradation,formation degradation,deterioration,degradation process,cell death,degradation,neoplastic process
helixs	coil,circular dna,chromatin,short dna motif,chromophores,nucleotides,ring structure,subnuclear structure
secondary structures	minor structure,intradural structure,mesoscale structure,histoanatomic structure,anatomic structure,biological structure,connective structure
interferon	radionuclide,radionuclides,multivalent cation,extended spectrum azole,bivalent cation,multi valent cation,isoquinoline,organochlorines,alkanolamines
particles	micro particles,matter particle,single particle,bound particle,micro particle,secondary particle,small particle
subatomic particles	atomic particle,matter particle,non charged particle,sub atomic particle,bosons,heterogeneous particle,charged particle,elementary particle,heavy charged particle
ionizing radiation	non ionizing radiation,high energy radiation,penetrating radiation,radiation,type of radiation,electromagnetic radiation,high let radiation,frequency radiation
trials	trial procedure,court proceeding,court process,trial concern,legal proceeding
starts	start up,end,finish,end point,start machinery
character sets	character string,character class,large character set
part of formal language	form of language,language fundamental,level language
scripts	text,literary text,popular script,short text,simple text,original text,written work
used for church services	religious building,liturgical church,religious place,notable church,religious site,church activity,famous church,traditional liturgical form,religious institution,church related matter
located in ceremony	ceremony,formal ceremony,ceremony ritual element
located in synagogues	religious item,secular source,religious object,sacred jewish text,synagogue,religious building
located in temples	sacred structure,religious object,religious item,shrine,holy object,sacred object,temple
sacred places	religious site,sacred structure,religious place,religious and historical site,shrine,temple site,buddhist religious site
structures	physical structure,external structure,ordinary structure,human made structure
tables	fixed table,datum table,tablespace,static table,transactional table
used for churchs	religious building,liturgical church,religious place,religious site,notable church,church activity,famous church,ancient church,worship,religious institution
used for sacrifices	religious object,religious item,sacred item,ritual item
used for weddings	wedding,private celebration,wedding ceremony decoration,celebrity rustic wedding,wedding ritual,intimate venue,reception event,host special event,wedding accessaries
used for worship	religious place,religious site,worship,sacred structure,religious building,religious object,shrine,liturgical church,religious item
glaciers	glacial feature,glacial landform,glacial landscape feature
meadows	perennial pasture,grassland,moist grassy habitat,open fields,turfgrass area,wetland,open terrain,agricultural land,better wooded tract
generators	baseload generator,power equipment,power industrial equipment,electrostatic generator
part of electrical systems	electrical component,electrical part,electrical system,electrical circuit component,electrical or electronic part,electrical equipment,minor electrical part,kind of electrical equipment,electrical machinery,passive electrical component
bypasses	access road,access structure,area exit,exit,roadway,expressway,makeshift access,road,transportation corridor
roadways	road,highway,public road,modern highway,local road,turnpike,expressway
strabismus	acute dystonic reaction,supraventricular arrhythmia,focal arrhythmia,coprecipitation condition,neuropsychiatric disturbance,motor abnormality,neuroinflammatory condition
succession	temporal sequence,sequence,series expansion,event sequence,inheritance pattern
rock music	classic rock,pop music,rock video,popular music,popular music genre,rock name,so called pure pop music
mallows	herbaceous peony,tree peony,millet plant
consumable products	consumable goods,consumables,consumable items,consumable material
luminum	luminescent compound,mineral powder pigment,metal oxide fine powder pigment,metallic pigment,mineral pigment,cadmium pigment
foil	metal foil,metallic foil,polyolefin tape
located in choirs	polyphonic instrument,music instrument,musical instrument
located in symphonies	orchestral instrument,lower pitched orchestral instrument,music instrument,music source,musical item,classical instrument,form of music,orchestral texture
personal computers	personal computer system,suddenly ubiquitous tablet computers,portable computer
pitch	low pitch,musical parameter,playing characteristic,golf ball playing characteristic,tuning parameter,sound parameter
singers	vocalist,folk singer,opera singer,blue singer,musical artist,great singer,traditional country singer
used for computation	built in math function,arithmetic component,advanced computation,computation,computing item,basic computing operation,abstract computational device,arithmetic circuit,arithmetic unit,symbolic computation method
aluminum	aluminum compound,aluminium silicate,trialkyl aluminum
astringents	strong astringent,chemical preservative,phenolic preservative,chemical exfoliant
light	bright light,external light,part of the light,high temperature light,thermal light,ambient light,light beam,light source,powerful light source
ionic compounds	ionic hydroxide compound,ionic substance,ionic salt,lipophilic ionic compound,ionic crystal,ionic polysaccharide
gray	dark color,dull color,washed out or degenerate color,unnatural color,dusty color,brown,dark shade,neutral color,common color
light weight	variable weight item,light weight object,weight item,free weight,heavy item,heavy bulky item,heavy or specialty item,heavy weight material,not so heavy article,boat s heavy item
graduates	students characteristic,certificate earning alumnus,applied student,alumnus,student,professional degree holder,influential student,trainee,famous student,young student
consolidation	consolidation technique,planarization,rearrangement,structural transformation,planarization process,structure change
cars	suvs,modern car,compact suvs
used for drives	externally accessible drive,type of drive system,small drive,driving mean,basic drive
used for rushs	mean of transport,mean of transportation,form of transportation,rapid transportation,type of traffic,mean of public transport
cause injuries	cause drawback,impact fitness activity,physical activity,high impact athletic activity
grain	unmalted grain,food grain,common grain
colour	secondary color,natural color,unsaturated color,extreme color,base color,typical color,colourant
astronomers	egyptologists,astrophysicist,physicist
hobbies	expensive hobby,creative hobby,dangerous hobby,creative profession,vocational skill,traditional artistic pursuit,living skill
women	european woman,wife,high status woman,female family member,biblical woman,black woman
diplomats	international diplomatic actor,personal representative,government personnel,non government personnel
spokespersons	corporate indicaters,advocate,speaker,professional speaker,personal representative,employee representative,consultees,potential confounders,false leaders,confounders
resin	epoxy resin,natural resin,organic resin,thermoset resin,phenolic resin,resin material,methacrylate resin,cellulosic resin
yellow	orange,gabbeh usually bright color,yellow vegetable,sweet orange,vegetable green
jacks	mechanical jack,game ball,stickman game,spinblockers,game table,golf ball,ball game,common handtools
environments	paas environment,dynamic environment,human environment,surrounding environment,complex environment,multi zone environment,posix environment,natural environment,common environment
sayings	part of speech,phrase,rhetoric statement,rhetorical structure,meaning,said,precise meaning,simple statement,statement,remark
desire	innate desire,need,craving,extrinsic motivation
cause a desire to play sports	impact fitness activity,offer diversion,countless leisure activity,moderate physical activity,leisure time activity
cause a desire to studies	study,intellectual activity,ambitious study,non academic activity,studying topic,study skill,college level study skill,academic activity,intellectual occupation,basic study skill
emotion	human emotion,basic emotion,secondary emotion,complex emotion,discrete emotion,simple emotion,intense emotion,common emotion,strong emotion
ambushings	u s military pursuit,pursuit,covert operation,daring exploit,military activity,competitive hunting
embryonic cells	somatic cell,postmitotic cell,connective tissue cell,dendritic cell,post mitotic cell,progenitor cell
corrections	revision,datum modification,correction scheme,alteration adjustment,modification,system adjustment
facilities	single facility,infrastructure facility,local facility,large facility,service facility,modern facility,public facility
alligators	crocodile,bony fish,freshwater fish
badgers	rabbit,common mammal,domestic mammal,wild cat,spotted cat,mammal
beechs	preciou wood,herb wood,hardwood tree,local wood,northern hardwood,conifer,fruit wood
low quality	good quality,standard semi finished form,high quality format,exceptional quality part,denso high quality feature
coots	critter,wild fowl,attic dwelling critter
crows	pest bird,ground bird,wildfowl,hawk moth,hawk,bird
ambitions	ambitious motive,intention,motivation,conscious goal,intent,expectation,student desire,preoccupation
elms	conifer tree,coniferous tree,oak tree,evergreen tree,broadleaf tree,softwood tree
flags	national flag,junior flag,red flag,official looking emblem,national symbol
located in moons	astrophysical object,non spherical object,astronomical object,terrestrial object,celestial object,solar system object,deep sky object,large astronomical object,inner planet,distant object
symbols	symbology,notional symbol,non-representational symbol,symbol sign,symbolism,common symbol,symbologies,unassigned symbol,symbolistic representation
rtifacts	manufactured good,traditional and local product,suitable manufacture,high quality raw material,combining natural ingredient,medium grained application,good quality essential,featuring high quality material
footballs	college football program,soccer game,premium football competition,yard game,national game,league sport,football tournament,soccer skill,ball game,sports style game
sports	competitive sport,modern sport,common sport,mainstream sport,popular sport,international sport,athletic sport
goldfinchs	rorquals,wild fowl,marsh nester,starfish
hazelnuts	nutsnuts,tree nut,edible nut
journalists	reporter,independent journalist,renowned journalist,columnist,reviewer,liberal journalist,editor,well known and influential newspaper columnist
lbums	erty,fe atures,itafs,vle
crustaceans	crustacea,microcrustaceans,small crustacean
lobsters	shellfish,shell fish,bivalve shellfish
part of american lobsters	shellfish,seafood,molluscan shellfish,edible seafood,broiled fish,bivalve shellfish
